Probe,Chromosome,Start,End,Probe Strand,Feature,ID,Description,Feature Strand,Type,Feature Orientation,Distance,SRR4190177.sorted.bam
Chr2:35014501-35014950,2,35014501,35014950,,AC012593.1,ENSG00000226994.7,No description,+,Genegene,overlapping,0,4.392317772
Chr2:76049401-76049850,2,76049401,76049850,,null,,,,,Not found,0,4.392317772
Chr2:178591651-178592250,2,178591651,178592250,,TTN-AS1,ENSG00000237298.9,No description,+,Genegene,overlapping,0,4.392317772
Chr3:65980201-65980500,3,65980201,65980500,,MAGI1,ENSG00000151276.23,No description,-,Genegene,overlapping,0,4.392317772
Chr3:78933751-78934050,3,78933751,78934050,,ROBO1,ENSG00000169855.19,No description,-,Genegene,overlapping,0,4.392317772
Chr4:9613351-9613950,4,9613351,9613950,,null,,,,,Not found,0,4.392317772
Chr4:76608001-76608450,4,76608001,76608450,,SHROOM3,ENSG00000138771.15,No description,+,Genegene,overlapping,0,4.392317772
Chr4:109482601-109483050,4,109482601,109483050,,SEC24B,ENSG00000138802.11,No description,+,Genegene,overlapping,0,4.392317772
Chr4:144077101-144077400,4,144077101,144077400,,AC139713.2,ENSG00000251600.6,No description,+,Genegene,overlapping,0,4.392317772
Chr4:163308151-163308750,4,163308151,163308750,,null,,,,,Not found,0,4.392317772
Chr5:14279251-14279850,5,14279251,14279850,,TRIO,ENSG00000038382.19,No description,+,Genegene,overlapping,0,4.392317772
Chr5:20872351-20872650,5,20872351,20872650,,LINC02241,ENSG00000251629.6,No description,+,Genegene,overlapping,0,4.392317772
Chr5:42206551-42206850,5,42206551,42206850,,null,,,,,Not found,0,4.392317772
Chr5:59675701-59676000,5,59675701,59676000,,PDE4D,ENSG00000113448.18,No description,-,Genegene,overlapping,0,4.392317772
Chr5:82529701-82530000,5,82529701,82530000,,null,,,,,Not found,0,4.392317772
Chr5:178433701-178434000,5,178433701,178434000,,COL23A1,ENSG00000050767.16,No description,-,Genegene,overlapping,0,4.392317772
Chr6:91673851-91674300,6,91673851,91674300,,CASC6,ENSG00000224944.1,No description,-,Genegene,overlapping,0,4.392317772
Chr6:130349701-130350000,6,130349701,130350000,,SAMD3,ENSG00000164483.16,No description,-,Genegene,overlapping,0,4.392317772
Chr6:162478351-162478650,6,162478351,162478650,,PRKN,ENSG00000185345.20,No description,-,Genegene,overlapping,0,4.392317772
Chr7:52646251-52646550,7,52646251,52646550,,null,,,,,Not found,0,4.392317772
Chr7:66140251-66140550,7,66140251,66140550,,AC068533.4,ENSG00000249319.2,No description,+,Genegene,overlapping,0,4.392317772
Chr8:23857951-23858250,8,23857951,23858250,,null,,,,,Not found,0,4.392317772
Chr10:22770151-22770450,10,22770151,22770450,,null,,,,,Not found,0,4.392317772
Chr10:82905151-82905450,10,82905151,82905450,,NRG3,ENSG00000185737.12,No description,+,Genegene,overlapping,0,4.392317772
Chr10:92827951-92828700,10,92827951,92828700,,null,,,,,Not found,0,4.392317772
Chr11:64761301-64761750,11,64761301,64761750,,PYGM,ENSG00000068976.13,No description,-,Genegene,downstream,1004,4.392317772
Chr13:101609851-101610150,13,101609851,101610150,,ITGBL1,ENSG00000198542.13,No description,+,Genegene,overlapping,0,4.392317772
Chr16:15528151-15528450,16,15528151,15528450,,C16orf45,ENSG00000166780.10,No description,+,Genegene,overlapping,0,4.392317772
Chr16:17067601-17068050,16,17067601,17068050,,null,,,,,Not found,0,4.392317772
Chr16:56393401-56393700,16,56393401,56393700,,AMFR,ENSG00000159461.14,No description,-,Genegene,overlapping,0,4.392317772
Chr16:61493701-61494000,16,61493701,61494000,,null,,,,,Not found,0,4.392317772
Chr16:61795951-61796400,16,61795951,61796400,,CDH8,ENSG00000150394.13,No description,-,Genegene,overlapping,0,4.392317772
Chr16:65130301-65130600,16,65130301,65130600,,null,,,,,Not found,0,4.392317772
Chr21:22231351-22231650,21,22231351,22231650,,AP000561.1,ENSG00000226043.1,No description,+,Genegene,overlapping,0,4.392317772
ChrX:18703501-18703950,X,18703501,18703950,,PPEF1,ENSG00000086717.18,No description,+,Genegene,overlapping,0,4.392317772
Chr2:16537501-16538100,2,16537501,16538100,,AC104623.1,ENSG00000237633.3,No description,+,Genegene,overlapping,0,4.321928024
Chr2:17198551-17198850,2,17198551,17198850,,null,,,,,Not found,0,4.321928024
Chr2:120302101-120302700,2,120302101,120302700,,null,,,,,Not found,0,4.321928024
Chr2:141941851-141942300,2,141941851,141942300,,LRP1B,ENSG00000168702.17,No description,-,Genegene,overlapping,0,4.321928024
Chr2:229915351-229915650,2,229915351,229915650,,TRIP12,ENSG00000153827.13,No description,-,Genegene,overlapping,0,4.321928024
Chr3:40104601-40104900,3,40104601,40104900,,MYRIP,ENSG00000170011.13,No description,+,Genegene,overlapping,0,4.321928024
Chr3:118787701-118788150,3,118787701,118788150,,null,,,,,Not found,0,4.321928024
Chr3:120802051-120802350,3,120802051,120802350,,null,,,,,Not found,0,4.321928024
Chr3:196603351-196603650,3,196603351,196603650,,null,,,,,Not found,0,4.321928024
Chr4:79433551-79433850,4,79433551,79433850,,null,,,,,Not found,0,4.321928024
Chr5:147340801-147341100,5,147340801,147341100,,STK32A,ENSG00000169302.15,No description,+,Genegene,overlapping,0,4.321928024
Chr6:80165101-80165400,6,80165101,80165400,,BCKDHB,ENSG00000083123.14,No description,+,Genegene,overlapping,0,4.321928024
Chr6:146920201-146920500,6,146920201,146920500,,STXBP5-AS1,ENSG00000233452.6,No description,-,Genegene,overlapping,0,4.321928024
Chr7:2164201-2164500,7,2164201,2164500,,MAD1L1,ENSG00000002822.15,No description,-,Genegene,overlapping,0,4.321928024
Chr7:28482901-28483200,7,28482901,28483200,,CREB5,ENSG00000146592.16,No description,+,Genegene,overlapping,0,4.321928024
Chr9:13988101-13988400,9,13988101,13988400,,PES1P2,ENSG00000229268.1,No description,+,Genegene,upstream,192,4.321928024
Chr10:26177701-26178000,10,26177701,26178000,,MYO3A,ENSG00000095777.15,No description,+,Genegene,overlapping,0,4.321928024
Chr11:65837401-65837850,11,65837401,65837850,,CFL1,ENSG00000172757.12,No description,-,Genegene,overlapping,0,4.321928024
Chr12:29574001-29574300,12,29574001,29574300,,TMTC1,ENSG00000133687.15,No description,-,Genegene,overlapping,0,4.321928024
Chr13:56582101-56582850,13,56582101,56582850,,null,,,,,Not found,0,4.321928024
Chr13:90230851-90231150,13,90230851,90231150,,KRT18P27,ENSG00000224419.1,No description,+,Genegene,overlapping,0,4.321928024
Chr15:97600201-97600500,15,97600201,97600500,,LINC00923,ENSG00000251209.8,No description,-,Genegene,overlapping,0,4.321928024
Chr16:35215951-35216250,16,35215951,35216250,,AC023824.3,ENSG00000260958.2,No description,+,Genegene,overlapping,0,4.321928024
Chr16:48839851-48840150,16,48839851,48840150,,null,,,,,Not found,0,4.321928024
Chr19:54526951-54527250,19,54526951,54527250,,null,,,,,Not found,0,4.321928024
ChrX:81310951-81311250,X,81310951,81311250,,null,,,,,Not found,0,4.321928024
Chr1:10436551-10436850,1,10436551,10436850,,CENPS-CORT,ENSG00000251503.8,No description,+,Genegene,overlapping,0,4.247927666
Chr1:19717501-19718250,1,19717501,19718250,,TMCO4,ENSG00000162542.13,No description,-,Genegene,overlapping,0,4.247927666
Chr1:246195301-246195600,1,246195301,246195600,,SMYD3,ENSG00000185420.18,No description,-,Genegene,overlapping,0,4.247927666
Chr2:16367101-16367550,2,16367101,16367550,,AC010880.1,ENSG00000224400.5,No description,+,Genegene,overlapping,0,4.247927666
Chr2:39818551-39818850,2,39818551,39818850,,SLC8A1-AS1,ENSG00000227028.6,No description,+,Genegene,overlapping,0,4.247927666
Chr2:134465401-134465700,2,134465401,134465700,,TMEM163,ENSG00000152128.13,No description,-,Genegene,overlapping,0,4.247927666
Chr2:204399601-204399900,2,204399601,204399900,,null,,,,,Not found,0,4.247927666
Chr3:3886051-3886350,3,3886051,3886350,,SUMF1,ENSG00000144455.13,No description,-,Genegene,overlapping,0,4.247927666
Chr3:189493501-189493800,3,189493501,189493800,,null,,,,,Not found,0,4.247927666
Chr4:112691851-112692150,4,112691851,112692150,,AC106864.2,ENSG00000250046.3,No description,-,Genegene,upstream,897,4.247927666
Chr4:135136351-135136650,4,135136351,135136650,,null,,,,,Not found,0,4.247927666
Chr4:162823801-162824250,4,162823801,162824250,,null,,,,,Not found,0,4.247927666
Chr4:172506901-172507200,4,172506901,172507200,,GALNTL6,ENSG00000174473.15,No description,+,Genegene,overlapping,0,4.247927666
Chr6:15127051-15127350,6,15127051,15127350,,null,,,,,Not found,0,4.247927666
Chr7:39466501-39466800,7,39466501,39466800,,POU6F2,ENSG00000106536.19,No description,+,Genegene,overlapping,0,4.247927666
Chr8:19759801-19760100,8,19759801,19760100,,CSGALNACT1,ENSG00000147408.14,No description,-,Genegene,downstream,1772,4.247927666
Chr9:122165401-122165700,9,122165401,122165700,,MORN5,ENSG00000185681.12,No description,+,Genegene,overlapping,0,4.247927666
Chr10:11466901-11467200,10,11466901,11467200,,USP6NL,ENSG00000148429.14,No description,-,Genegene,overlapping,0,4.247927666
Chr10:82481101-82481550,10,82481101,82481550,,NRG3,ENSG00000185737.12,No description,+,Genegene,overlapping,0,4.247927666
Chr12:19457701-19458000,12,19457701,19458000,,AEBP2,ENSG00000139154.14,No description,+,Genegene,overlapping,0,4.247927666
Chr15:82455601-82455900,15,82455601,82455900,,UBE2Q2P6,ENSG00000275695.1,No description,+,Genegene,upstream,764,4.247927666
Chr17:16011301-16011900,17,16011301,16011900,,TTC19,ENSG00000011295.15,No description,+,Genegene,overlapping,0,4.247927666
Chr18:14230501-14231250,18,14230501,14231250,,ANKRD20A5P,ENSG00000186481.16,No description,+,Genegene,overlapping,0,4.247927666
Chr18:34920901-34921200,18,34920901,34921200,,null,,,,,Not found,0,4.247927666
Chr18:64152751-64153050,18,64152751,64153050,,LINC01924,ENSG00000267134.2,No description,+,Genegene,overlapping,0,4.247927666
ChrX:132672901-132673200,X,132672901,132673200,,HS6ST2,ENSG00000171004.18,No description,-,Genegene,overlapping,0,4.247927666
Chr1:25664851-25665300,1,25664851,25665300,,MAN1C1,ENSG00000117643.14,No description,+,Genegene,overlapping,0,4.169925213
Chr1:224343151-224343450,1,224343151,224343450,,null,,,,,Not found,0,4.169925213
Chr2:215998801-215999250,2,215998801,215999250,,MREG,ENSG00000118242.15,No description,-,Genegene,overlapping,0,4.169925213
Chr4:122078251-122078550,4,122078251,122078550,,AC097533.1,ENSG00000237868.1,No description,-,Genegene,overlapping,0,4.169925213
Chr6:46097401-46097700,6,46097401,46097700,,AL035701.1,ENSG00000231769.2,No description,-,Genegene,overlapping,0,4.169925213
Chr8:42995401-42995700,8,42995401,42995700,,HOOK3,ENSG00000168172.8,No description,+,Genegene,overlapping,0,4.169925213
Chr8:70110601-70110900,8,70110601,70110900,,NCOA2,ENSG00000140396.12,No description,-,Genegene,overlapping,0,4.169925213
Chr9:11832001-11832300,9,11832001,11832300,,AL353595.1,ENSG00000285784.1,No description,+,Genegene,overlapping,0,4.169925213
Chr9:26929801-26930250,9,26929801,26930250,,PLAA,ENSG00000137055.14,No description,-,Genegene,overlapping,0,4.169925213
Chr10:7301401-7302000,10,7301401,7302000,,SFMBT2,ENSG00000198879.11,No description,-,Genegene,overlapping,0,4.169925213
Chr11:38945251-38945550,11,38945251,38945550,,null,,,,,Not found,0,4.169925213
Chr16:7312051-7312350,16,7312051,7312350,,RBFOX1,ENSG00000078328.20,No description,+,Genegene,overlapping,0,4.169925213
Chr16:16063051-16063650,16,16063051,16063650,,ABCC1,ENSG00000103222.18,No description,+,Genegene,overlapping,0,4.169925213
Chr16:66023401-66023700,16,66023401,66023700,,null,,,,,Not found,0,4.169925213
Chr18:9180751-9181350,18,9180751,9181350,,AP005263.1,ENSG00000265257.5,No description,+,Genegene,overlapping,0,4.169925213
Chr18:26552851-26553150,18,26552851,26553150,,KCTD1,ENSG00000134504.13,No description,-,Genegene,overlapping,0,4.169925213
Chr19:39349501-39349800,19,39349501,39349800,,SAMD4B,ENSG00000179134.15,No description,+,Genegene,overlapping,0,4.169925213
Chr19:52609801-52610100,19,52609801,52610100,,ZNF83,ENSG00000167766.18,No description,-,Genegene,overlapping,0,4.169925213
Chr22:28713751-28714050,22,28713751,28714050,,CHEK2,ENSG00000183765.21,No description,-,Genegene,overlapping,0,4.169925213
ChrX:132618451-132618750,X,132618451,132618750,,null,,,,,Not found,0,4.169925213
Chr1:46474951-46475250,1,46474951,46475250,,FAAHP1,ENSG00000232022.7,No description,+,Genegene,overlapping,0,4.087462902
Chr2:59406451-59406750,2,59406451,59406750,,AC007100.1,ENSG00000271955.2,No description,-,Genegene,overlapping,0,4.087462902
Chr3:151430851-151431150,3,151430851,151431150,,MED12L,ENSG00000144893.12,No description,+,Genegene,overlapping,0,4.087462902
Chr3:159659551-159659850,3,159659551,159659850,,IQCJ-SCHIP1,ENSG00000283154.2,No description,+,Genegene,overlapping,0,4.087462902
Chr6:10720501-10720800,6,10720501,10720800,,null,,,,,Not found,0,4.087462902
Chr7:68791951-68792250,7,68791951,68792250,,null,,,,,Not found,0,4.087462902
Chr7:88097551-88097850,7,88097551,88097850,,ADAM22,ENSG00000008277.14,No description,+,Genegene,overlapping,0,4.087462902
Chr7:91529701-91530150,7,91529701,91530150,,AC079760.1,ENSG00000235450.1,No description,-,Genegene,overlapping,0,4.087462902
Chr7:100510651-100510950,7,100510651,100510950,,AC069281.1,ENSG00000225807.1,No description,+,Genegene,overlapping,0,4.087462902
Chr8:82596601-82597050,8,82596601,82597050,,AC060765.1,ENSG00000253503.5,No description,-,Genegene,overlapping,0,4.087462902
Chr9:15600451-15600750,9,15600451,15600750,,CCDC171,ENSG00000164989.16,No description,+,Genegene,overlapping,0,4.087462902
Chr9:17058601-17058900,9,17058601,17058900,,AL162725.2,ENSG00000237153.3,No description,+,Genegene,overlapping,0,4.087462902
Chr10:93050101-93050400,10,93050101,93050400,,EXOC6,ENSG00000138190.16,No description,+,Genegene,overlapping,0,4.087462902
Chr10:116348851-116349300,10,116348851,116349300,,CCDC172,ENSG00000182645.5,No description,+,Genegene,overlapping,0,4.087462902
Chr10:124351651-124352400,10,124351651,124352400,,null,,,,,Not found,0,4.087462902
Chr11:92921851-92922450,11,92921851,92922450,,AP003171.2,ENSG00000255127.3,No description,+,Genegene,overlapping,0,4.087462902
Chr12:40344901-40345200,12,40344901,40345200,,LRRK2,ENSG00000188906.15,No description,+,Genegene,overlapping,0,4.087462902
Chr12:121707901-121708200,12,121707901,121708200,,null,,,,,Not found,0,4.087462902
Chr14:105707551-105707850,14,105707551,105707850,,IGHA1,ENSG00000211895.5,No description,-,Genegene,overlapping,0,4.087462902
Chr16:68137201-68137650,16,68137201,68137650,,NFATC3,ENSG00000072736.18,No description,+,Genegene,overlapping,0,4.087462902
Chr18:718801-719100,18,718801,719100,,null,,,,,Not found,0,4.087462902
Chr20:5116051-5116350,20,5116051,5116350,,PCNA,ENSG00000132646.10,No description,-,Genegene,overlapping,0,4.087462902
Chr22:50047351-50047650,22,50047351,50047650,,TTLL8,ENSG00000138892.11,No description,-,Genegene,overlapping,0,4.087462902
Chr1:37026001-37026300,1,37026001,37026300,,GRIK3,ENSG00000163873.9,No description,-,Genegene,overlapping,0,4
Chr3:147042751-147043050,3,147042751,147043050,,AC092957.1,ENSG00000243620.1,No description,-,Genegene,overlapping,0,4
Chr5:5892001-5892300,5,5892001,5892300,,null,,,,,Not found,0,4
Chr5:64293301-64293600,5,64293301,64293600,,RNF180,ENSG00000164197.11,No description,+,Genegene,overlapping,0,4
Chr6:75214051-75214350,6,75214051,75214350,,null,,,,,Not found,0,4
Chr7:128294401-128294700,7,128294401,128294700,,null,,,,,Not found,0,4
Chr8:22648501-22648800,8,22648501,22648800,,BIN3,ENSG00000147439.12,No description,-,Genegene,overlapping,0,4
Chr8:42681601-42681900,8,42681601,42681900,,null,,,,,Not found,0,4
Chr10:100995301-100995600,10,100995301,100995600,,TWNK,ENSG00000107815.9,No description,+,Genegene,upstream,900,4
Chr11:9257401-9258000,11,9257401,9258000,,DENND5A,ENSG00000184014.7,No description,-,Genegene,overlapping,0,4
Chr11:17756701-17757000,11,17756701,17757000,,KCNC1,ENSG00000129159.7,No description,+,Genegene,overlapping,0,4
Chr11:60484951-60485250,11,60484951,60485250,,null,,,,,Not found,0,4
Chr15:71918551-71918850,15,71918551,71918850,,MYO9A,ENSG00000066933.15,No description,-,Genegene,overlapping,0,4
Chr17:39316501-39316800,17,39316501,39316800,,FBXL20,ENSG00000108306.12,No description,-,Genegene,overlapping,0,4
Chr18:34624951-34625250,18,34624951,34625250,,DTNA,ENSG00000134769.21,No description,+,Genegene,overlapping,0,4
ChrX:27150751-27151050,X,27150751,27151050,,AC112493.1,ENSG00000242021.2,No description,-,Genegene,overlapping,0,4
ChrX:83730301-83730600,X,83730301,83730600,,null,,,,,Not found,0,4
Chr2:152137501-152137800,2,152137501,152137800,,STAM2,ENSG00000115145.9,No description,-,Genegene,overlapping,0,3.906890631
Chr3:8875951-8876250,3,8875951,8876250,,RAD18,ENSG00000070950.9,No description,-,Genegene,overlapping,0,3.906890631
Chr3:132010801-132011100,3,132010801,132011100,,CPNE4,ENSG00000196353.11,No description,-,Genegene,overlapping,0,3.906890631
Chr6:114320251-114320700,6,114320251,114320700,,HDAC2-AS2,ENSG00000228624.7,No description,+,Genegene,overlapping,0,3.906890631
Chr8:43405351-43405650,8,43405351,43405650,,null,,,,,Not found,0,3.906890631
Chr9:18791401-18791700,9,18791401,18791700,,ADAMTSL1,ENSG00000178031.16,No description,+,Genegene,overlapping,0,3.906890631
Chr20:8796751-8797050,20,8796751,8797050,,PLCB1,ENSG00000182621.17,No description,+,Genegene,overlapping,0,3.906890631
ChrX:14593951-14594550,X,14593951,14594550,,GLRA2,ENSG00000101958.13,No description,+,Genegene,overlapping,0,3.906890631
Chr1:89721751-89722050,1,89721751,89722050,,LRRC8C,ENSG00000171488.14,No description,+,Genegene,overlapping,0,3.807354927
Chr3:102603151-102603450,3,102603151,102603450,,null,,,,,Not found,0,3.807354927
Chr4:106029751-106030050,4,106029751,106030050,,null,,,,,Not found,0,3.807354927
Chr9:131644501-131644800,9,131644501,131644800,,RAPGEF1,ENSG00000107263.18,No description,-,Genegene,overlapping,0,3.807354927
Chr10:80479201-80479500,10,80479201,80479500,,TSPAN14,ENSG00000108219.14,No description,+,Genegene,overlapping,0,3.807354927
Chr10:135338551-135338850,10,135338551,135338850,,null,,,,,Not found,0,3.807354927
Chr11:97415701-97416000,11,97415701,97416000,,null,,,,,Not found,0,3.807354927
Chr11:124186201-124186500,11,124186201,124186500,,OR10D3,ENSG00000197309.3,No description,+,Genegene,overlapping,0,3.807354927
Chr15:57874651-57874950,15,57874651,57874950,,null,,,,,Not found,0,3.807354927
Chr18:64108351-64108650,18,64108351,64108650,,LINC01924,ENSG00000267134.2,No description,+,Genegene,overlapping,0,3.807354927
